invoice_id,branch,city,gender,product_line,unit_price,quantity,tax_5_percents,total,month,day,year,hours,minutes,payment,cogs,gross_margin_percentage,gross_income,rating,customer_type
606-80-4905,2,1,0,5,19.15,6,5.745,120.645,1,29,2019,10,1,1,114.9,4.761904762,5.745,6.8,1
483-71-1164,2,1,0,3,81.3,6,24.39,512.19,3,8,2019,16,43,2,487.8,4.761904762,24.39,5.3,0
189-17-4241,0,2,0,1,87.67,2,8.767000000000001,184.107,3,10,2019,12,17,1,175.34,4.761904762,8.767000000000001,7.7,0
490-95-0021,1,0,0,2,33.21,10,16.605,348.705,1,8,2019,14,25,2,332.1,4.761904762,16.605,6.0,1
289-65-5721,1,0,0,1,81.37,2,8.137,170.877,1,26,2019,19,28,0,162.74,4.761904762,8.137,6.5,0
627-95-3243,1,0,0,4,77.68,9,34.956,734.076,2,4,2019,13,21,2,699.12,4.761904762,34.956,9.8,1
201-63-8275,2,1,0,5,67.99,7,23.7965,499.7265,2,17,2019,16,50,2,475.93,4.761904762,23.7965,5.7,1
595-86-2894,2,1,1,1,96.98,4,19.396,407.316,2,6,2019,17,20,2,387.92,4.761904762,19.396,9.4,1
283-79-9594,1,0,0,2,48.51,7,16.9785,356.5485,1,25,2019,13,30,1,339.57,4.761904762,16.9785,5.2,0
848-07-1692,1,0,0,3,57.22,2,5.722,120.162,1,12,2019,17,13,2,114.44,4.761904762,5.722,8.3,0
811-03-8790,0,2,0,0,45.48,10,22.74,477.54,3,1,2019,10,22,1,454.8,4.761904762,22.74,4.8,0
173-82-9529,1,0,0,1,37.95,10,18.975,398.475,1,26,2019,14,51,0,379.5,4.761904762,18.975,9.7,0
560-49-6611,0,2,0,5,45.58,1,2.279,47.859,2,7,2019,14,13,0,45.58,4.761904762,2.279,9.8,1
401-18-8016,1,0,0,5,98.13,1,4.9065,103.0365,1,21,2019,17,36,0,98.13,4.761904762,4.9065,8.9,1
241-72-9525,1,0,1,5,51.91,10,25.955,545.055,2,16,2019,12,21,0,519.1,4.761904762,25.955,8.2,0
347-34-2234,1,0,0,5,55.07,9,24.7815,520.4115,2,3,2019,13,40,2,495.63,4.761904762,24.7815,10.0,1
340-21-9136,0,2,0,5,40.05,4,8.01,168.21,1,25,2019,11,40,0,160.2,4.761904762,8.01,9.7,1
574-31-8277,1,0,1,1,33.63,1,1.6815,35.3115,3,20,2019,19,55,0,33.63,4.761904762,1.6815,5.6,1
663-86-9076,2,1,0,2,68.54,8,27.416,575.736,1,8,2019,15,57,2,548.32,4.761904762,27.416,8.5,1
221-25-5073,0,2,0,2,74.66,4,14.932,313.572,3,4,2019,10,39,0,298.64,4.761904762,14.932,8.5,0
734-91-1155,1,0,0,0,45.71,3,6.8565,143.9865,3,26,2019,10,34,1,137.13,4.761904762,6.8565,7.7,0
660-29-7083,2,1,1,0,55.87,10,27.935,586.635,1,15,2019,15,1,0,558.7,4.761904762,27.935,5.8,0
593-08-5916,0,2,0,1,15.5,1,0.775,16.275,3,19,2019,15,23,1,15.5,4.761904762,0.775,7.4,0
853-23-2453,1,0,1,3,75.74,4,15.148,318.108,2,14,2019,14,35,0,302.96,4.761904762,15.148,7.6,1
815-04-6282,2,1,0,5,64.97,5,16.2425,341.0925,2,8,2019,12,52,1,324.85,4.761904762,16.2425,6.5,1
829-34-3910,0,2,0,3,71.38,10,35.69,749.49,3,29,2019,19,21,0,713.8,4.761904762,35.69,5.7,0
279-74-2924,1,0,1,0,72.17,1,3.6085,75.7785,1,4,2019,19,40,0,72.17,4.761904762,3.6085,6.1,1
280-35-5823,1,0,0,4,86.72,1,4.336,91.056,1,17,2019,18,45,2,86.72,4.761904762,4.336,7.9,1
608-04-3797,1,0,0,3,25.32,8,10.128,212.688,3,5,2019,20,24,2,202.56,4.761904762,10.128,8.7,1
182-69-8360,1,0,0,0,23.65,4,4.73,99.33,1,30,2019,13,32,1,94.6,4.761904762,4.73,4.0,0
732-04-5373,1,0,1,4,46.47,4,9.294,195.174,2,8,2019,10,53,0,185.88,4.761904762,9.294,7.0,1
587-73-4862,0,2,0,3,10.69,5,2.6725,56.1225,3,26,2019,11,7,2,53.45,4.761904762,2.6725,7.6,1
560-30-5617,1,0,0,5,24.77,5,6.1925,130.0425,3,24,2019,18,27,0,123.85,4.761904762,6.1925,8.5,0
400-80-4065,2,1,1,3,68.55,4,13.71,287.91,2,15,2019,20,21,1,274.2,4.761904762,13.71,9.2,1
616-24-2851,1,0,0,1,17.87,4,3.574,75.054,3,22,2019,14,42,2,71.48,4.761904762,3.574,6.5,1
448-61-3783,0,2,0,0,90.02,8,36.008,756.168,3,21,2019,16,8,1,720.16,4.761904762,36.008,4.5,0
692-27-8933,1,0,0,5,57.95,6,17.385,365.085,2,24,2019,13,2,0,347.7,4.761904762,17.385,5.2,0
487-79-6868,1,0,0,4,12.29,9,5.5305,116.1405,3,26,2019,19,28,1,110.61,4.761904762,5.5305,8.0,1
821-14-9046,1,0,0,1,17.48,6,5.244,110.124,1,18,2019,15,4,1,104.88,4.761904762,5.244,6.1,1
434-35-9162,1,0,1,2,23.34,4,4.668,98.028,2,4,2019,18,53,2,93.36,4.761904762,4.668,7.4,1
211-05-0490,2,1,0,0,51.92,5,12.98,272.58,3,3,2019,13,42,0,259.6,4.761904762,12.98,7.5,1
176-64-7711,1,0,1,2,32.32,3,4.848,101.808,3,27,2019,19,11,1,96.96,4.761904762,4.848,4.3,0
662-47-5456,2,1,1,1,35.19,10,17.595,369.495,3,17,2019,19,6,1,351.9,4.761904762,17.595,8.4,1
442-44-6497,2,1,1,4,55.57,3,8.3355,175.0455,1,8,2019,11,42,1,166.71,4.761904762,8.3355,5.9,1
234-03-4040,1,0,0,2,73.05,10,36.525,767.025,3,3,2019,12,25,1,730.5,4.761904762,36.525,8.7,1
767-54-1907,1,0,0,1,29.56,5,7.39,155.19,2,13,2019,16,59,0,147.8,4.761904762,7.39,6.9,1
303-96-2227,1,0,0,4,97.38,10,48.69,1022.49,3,2,2019,17,16,2,973.8,4.761904762,48.69,4.4,0
499-27-7781,1,0,0,2,53.21,8,21.284,446.964,3,14,2019,16,45,2,425.68,4.761904762,21.284,5.0,0
152-03-4217,1,0,0,4,11.28,9,5.0760000000000005,106.596,3,17,2019,11,55,1,101.52,4.761904762,5.0760000000000005,4.3,0
731-14-2199,0,2,0,4,35.54,10,17.77,373.17,1,4,2019,13,34,2,355.4,4.761904762,17.77,7.0,1
542-41-0513,1,0,0,0,57.49,4,11.498,241.458,3,15,2019,11,57,0,229.96,4.761904762,11.498,6.6,1
275-28-0149,0,2,1,5,63.69,1,3.1845,66.8745,2,25,2019,16,21,0,63.69,4.761904762,3.1845,6.0,0
356-44-8813,1,0,1,4,37.48,3,5.622000000000001,118.062,1,20,2019,13,45,1,112.44,4.761904762,5.622000000000001,7.7,0
299-29-0180,1,0,0,4,52.18,7,18.263,383.523,3,9,2019,10,54,0,365.26,4.761904762,18.263,9.3,1
651-61-0874,2,1,1,4,46.22,4,9.244,194.124,3,12,2019,20,4,1,184.88,4.761904762,9.244,6.2,0
191-29-0321,1,0,0,1,19.77,10,9.885,207.585,2,27,2019,18,57,1,197.7,4.761904762,9.885,5.0,1
485-30-8700,0,2,0,5,33.26,5,8.315,174.615,3,18,2019,16,10,1,166.3,4.761904762,8.315,4.2,0
186-43-8965,0,2,0,4,47.68,2,4.768,100.128,2,24,2019,10,10,1,95.36,4.761904762,4.768,4.1,1
759-98-4285,2,1,0,3,85.87,7,30.0545,631.1445,2,27,2019,19,1,1,601.09,4.761904762,30.0545,8.0,1
704-48-3927,0,2,1,0,88.67,10,44.335,931.035,1,12,2019,14,50,2,886.7,4.761904762,44.335,7.3,1
698-98-5964,0,2,0,2,81.21,10,40.605,852.705,1,17,2019,13,1,1,812.1,4.761904762,40.605,6.3,0
596-42-3999,1,0,1,2,18.22,7,6.377000000000002,133.917,3,10,2019,14,4,1,127.54,4.761904762,6.377000000000002,6.6,0
226-31-3081,2,1,0,0,15.28,5,3.82,80.22,3,8,2019,10,29,0,76.4,4.761904762,3.82,9.6,0
361-85-2571,0,2,0,5,89.48,5,22.37,469.77,3,30,2019,10,18,0,447.4,4.761904762,22.37,7.4,0
139-32-4183,0,2,0,5,97.48,9,43.86600000000001,921.186,3,14,2019,14,19,2,877.32,4.761904762,43.86600000000001,7.4,1
866-99-7614,2,1,1,2,89.2,10,44.6,936.6,2,11,2019,15,42,1,892.0,4.761904762,44.6,4.4,0
870-72-4431,2,1,0,3,99.19,6,29.757,624.8969999999998,1,21,2019,14,42,1,595.14,4.761904762,29.757,5.5,0
749-24-1565,0,2,0,3,23.03,9,10.3635,217.6335,1,3,2019,12,2,2,207.27,4.761904762,10.3635,7.9,0
183-56-6882,2,1,0,2,99.42,4,19.884,417.564,2,6,2019,10,42,2,397.68,4.761904762,19.884,7.5,1
120-54-2248,1,0,0,2,28.86,5,7.215,151.515,1,22,2019,18,8,1,144.3,4.761904762,7.215,8.0,0
291-21-5991,1,0,1,3,61.29,5,15.3225,321.7725,3,29,2019,14,28,0,306.45,4.761904762,15.3225,7.0,1
650-98-6268,1,0,0,2,20.87,3,3.1305,65.7405,3,20,2019,13,53,1,62.61,4.761904762,3.1305,8.0,1
187-83-5490,0,2,1,0,20.77,4,4.154,87.234,1,31,2019,13,47,0,83.08,4.761904762,4.154,4.7,1
122-61-9553,2,1,0,0,51.32,9,23.094,484.974,3,14,2019,19,33,0,461.88,4.761904762,23.094,5.6,0
225-32-0908,2,1,0,5,44.86,10,22.43,471.03,1,26,2019,19,54,2,448.6,4.761904762,22.43,8.2,0
374-17-3652,1,0,0,2,42.82,9,19.269,404.649,2,5,2019,15,26,1,385.38,4.761904762,19.269,8.9,1
409-49-6995,2,1,0,2,47.27,6,14.181,297.801,2,5,2019,10,17,0,283.62,4.761904762,14.181,8.8,1
514-37-2845,1,0,1,1,99.25,2,9.925,208.425,3,20,2019,13,2,0,198.5,4.761904762,9.925,9.0,0
135-84-8019,0,2,0,1,77.93,9,35.0685,736.4385,2,27,2019,16,10,2,701.37,4.761904762,35.0685,7.6,0
102-77-2261,2,1,1,3,65.31,7,22.8585,480.0285,3,5,2019,18,2,1,457.17,4.761904762,22.8585,4.2,1
448-81-5016,0,2,1,3,59.77,2,5.977,125.517,3,11,2019,12,1,1,119.54,4.761904762,5.977,5.8,0
252-56-2699,0,2,1,2,43.19,10,21.595,453.495,2,7,2019,16,48,2,431.9,4.761904762,21.595,8.2,0
174-36-3675,2,1,1,2,99.37,2,9.937,208.677,2,14,2019,17,29,0,198.74,4.761904762,9.937,5.2,1
219-61-4139,2,1,1,0,83.08,1,4.154,87.234,1,23,2019,17,16,2,83.08,4.761904762,4.154,6.4,0
725-56-0833,0,2,0,3,32.32,10,16.16,339.36,2,20,2019,16,49,1,323.2,4.761904762,16.16,10.0,0
633-91-1052,0,2,0,4,12.03,2,1.203,25.263,1,27,2019,15,51,0,24.06,4.761904762,1.203,5.1,0
234-65-2137,2,1,1,4,95.58,10,47.79,1003.59,1,16,2019,13,32,0,955.8,4.761904762,47.79,4.8,0
497-36-0989,0,2,1,1,51.94,3,7.791,163.611,2,15,2019,15,21,0,155.82,4.761904762,7.791,7.9,0
745-74-0715,0,2,1,0,58.03,2,5.803,121.863,3,10,2019,20,46,2,116.06,4.761904762,5.803,8.8,0
778-89-7974,2,1,1,3,70.21,6,21.063,442.323,3,30,2019,14,58,0,421.26,4.761904762,21.063,7.4,0
869-11-3082,1,0,1,3,96.16,4,19.232,403.872,1,27,2019,20,3,1,384.64,4.761904762,19.232,8.4,1
493-65-6248,2,1,0,5,36.98,10,18.49,388.29,1,1,2019,19,48,1,369.8,4.761904762,18.49,7.0,1
728-47-9078,2,1,1,2,59.59,4,11.918,250.278,1,19,2019,12,46,0,238.36,4.761904762,11.918,9.8,1
511-54-3087,1,0,1,5,88.45,1,4.4225,92.8725,2,25,2019,16,36,1,88.45,4.761904762,4.4225,9.5,0
636-17-0325,1,0,1,3,62.57,4,12.514,262.79400000000004,2,25,2019,18,37,0,250.28,4.761904762,12.514,9.5,0
217-58-1179,0,2,1,4,62.65,4,12.53,263.13,1,5,2019,11,25,0,250.6,4.761904762,12.53,4.2,1
718-57-9773,2,1,0,5,49.33,10,24.665,517.965,2,3,2019,16,40,1,493.3,4.761904762,24.665,9.4,0
154-87-7367,2,1,1,4,65.26,8,26.104,548.184,3,15,2019,14,4,2,522.08,4.761904762,26.104,6.3,0
134-54-4720,1,0,0,0,42.42,8,16.968,356.3280000000001,1,30,2019,13,58,2,339.36,4.761904762,16.968,5.7,0
767-97-4650,1,0,0,5,64.83,2,6.483,136.143,1,8,2019,11,59,1,129.66,4.761904762,6.483,8.0,1
593-65-1552,2,1,0,4,69.81,4,13.962,293.202,1,28,2019,20,50,1,279.24,4.761904762,13.962,5.9,0
307-04-2070,0,2,0,1,30.62,1,1.531,32.151,2,5,2019,14,14,1,30.62,4.761904762,1.531,4.1,1
751-41-9720,2,1,1,4,97.5,10,48.75,1023.75,1,12,2019,16,18,2,975.0,4.761904762,48.75,8.0,0
502-05-1910,0,2,1,3,65.18,3,9.777,205.317,2,25,2019,20,35,1,195.54,4.761904762,9.777,6.3,0
320-85-2052,1,0,0,5,34.81,1,1.7405,36.5505,1,14,2019,10,11,1,34.81,4.761904762,1.7405,7.0,0
347-72-6115,1,0,0,5,90.74,7,31.759,666.939,1,16,2019,18,3,1,635.18,4.761904762,31.759,6.2,1
817-48-8732,0,2,0,4,72.35,10,36.175,759.675,1,20,2019,15,55,0,723.5,4.761904762,36.175,5.4,1
676-39-6028,0,2,0,0,64.44,5,16.11,338.31,3,30,2019,17,4,0,322.2,4.761904762,16.11,6.6,1
174-75-0888,1,0,1,0,21.58,9,9.711,203.931,3,14,2019,12,32,0,194.22,4.761904762,9.711,7.3,0
770-42-8960,1,0,1,2,21.12,8,8.448,177.408,1,1,2019,19,31,0,168.96,4.761904762,8.448,6.3,0
664-14-2882,2,1,0,4,10.53,5,2.6325,55.2825,1,30,2019,14,43,1,52.65,4.761904762,2.6325,5.8,1
883-17-4236,2,1,0,5,14.39,2,1.439,30.219,3,2,2019,19,44,1,28.78,4.761904762,1.439,7.2,0
371-85-5789,1,0,1,3,87.98,3,13.197,277.137,3,5,2019,10,40,2,263.94,4.761904762,13.197,5.1,0
423-64-4619,0,2,0,3,15.55,9,6.9975,146.9475,3,7,2019,13,12,0,139.95,4.761904762,6.9975,5.0,1
729-46-7422,2,1,1,2,35.89,1,1.7945,37.6845,2,23,2019,16,52,1,35.89,4.761904762,1.7945,7.9,0
894-41-5205,2,1,0,2,43.18,8,17.272000000000002,362.712,1,19,2019,19,39,1,345.44,4.761904762,17.272000000000002,8.3,0
526-86-8552,2,1,0,4,21.82,10,10.91,229.11,1,7,2019,17,36,0,218.2,4.761904762,10.91,7.1,1
846-10-0341,0,2,0,1,42.57,7,14.8995,312.8895,1,6,2019,11,51,0,297.99,4.761904762,14.8995,6.8,0
437-58-8131,1,0,0,1,73.52,2,7.352,154.392,1,15,2019,13,41,2,147.04,4.761904762,7.352,4.6,0
525-88-7307,1,0,1,5,75.82,1,3.791,79.611,1,31,2019,13,19,0,75.82,4.761904762,3.791,5.8,1
220-68-6701,0,2,0,4,77.47,4,15.494000000000002,325.374,3,17,2019,16,36,0,309.88,4.761904762,15.494000000000002,4.2,0
696-90-2548,0,2,1,5,25.84,3,3.876,81.396,3,10,2019,18,55,2,77.52,4.761904762,3.876,6.6,0
510-09-5628,0,2,0,1,19.66,10,9.83,206.43,3,15,2019,18,20,1,196.6,4.761904762,9.83,7.2,1
416-13-5917,2,1,0,2,97.03,5,24.2575,509.4075,1,30,2019,16,24,2,485.15,4.761904762,24.2575,9.3,0
886-54-6089,0,2,0,4,11.43,6,3.429,72.009,1,15,2019,17,24,0,68.58,4.761904762,3.429,7.7,0
512-98-1403,0,2,0,0,26.48,3,3.972,83.412,3,21,2019,10,40,2,79.44,4.761904762,3.972,4.7,1
842-29-4695,2,1,1,5,17.14,7,5.999,125.979,1,16,2019,12,7,1,119.98,4.761904762,5.999,7.9,1
191-10-6171,1,0,0,1,39.62,7,13.867,291.207,1,25,2019,13,18,0,277.34,4.761904762,13.867,7.5,0
641-51-2661,2,1,0,2,87.1,10,43.55,914.55,2,12,2019,14,45,1,871.0,4.761904762,43.55,9.9,1
584-66-4073,2,1,1,1,56.5,1,2.825,59.325,3,13,2019,15,45,2,56.5,4.761904762,2.825,9.6,0
733-01-9107,1,0,1,4,82.7,6,24.81,521.01,3,5,2019,18,14,0,496.2,4.761904762,24.81,7.4,0
730-70-9830,2,1,0,4,70.11,6,21.033,441.693,3,14,2019,17,54,2,420.66,4.761904762,21.033,5.2,0
633-44-8566,0,2,1,2,49.38,7,17.283,362.943,3,27,2019,20,35,1,345.66,4.761904762,17.283,7.3,1
325-90-8763,2,1,0,0,46.57,10,23.285,488.985,1,27,2019,13,58,0,465.7,4.761904762,23.285,7.6,1
868-81-1752,1,0,1,4,22.02,9,9.909,208.08900000000003,2,7,2019,18,48,0,198.18,4.761904762,9.909,6.8,0
891-58-8335,1,0,0,5,29.61,7,10.3635,217.6335,3,11,2019,15,53,0,207.27,4.761904762,10.3635,6.5,1
440-59-5691,2,1,0,3,37.15,7,13.0025,273.0525,2,8,2019,13,12,1,260.05,4.761904762,13.0025,7.7,1
659-36-1684,2,1,1,5,57.12,7,19.992,419.832,1,12,2019,12,2,1,399.84,4.761904762,19.992,6.5,1
443-59-0061,0,2,1,2,67.45,10,33.725,708.225,2,3,2019,11,25,2,674.5,4.761904762,33.725,4.2,1
300-71-4605,2,1,1,0,86.04,5,21.51,451.71,2,25,2019,11,24,2,430.2,4.761904762,21.51,4.8,1
626-43-7888,2,1,0,1,60.41,8,24.164,507.444,2,7,2019,12,23,2,483.28,4.761904762,24.164,9.6,0
796-12-2025,2,1,1,1,62.12,10,31.06,652.26,2,11,2019,16,19,0,621.2,4.761904762,31.06,5.9,0
628-34-3388,2,1,1,1,27.38,6,8.214,172.49400000000003,1,5,2019,20,54,1,164.28,4.761904762,8.214,7.9,0
783-09-1637,1,0,0,5,67.43,5,16.8575,354.0075,3,6,2019,18,13,2,337.15,4.761904762,16.8575,6.3,0
848-95-6252,2,1,0,4,86.27,1,4.3135,90.5835,2,20,2019,13,24,2,86.27,4.761904762,4.3135,7.0,1
751-69-0068,2,1,1,5,99.24,9,44.658,937.818,3,19,2019,19,9,2,893.16,4.761904762,44.658,9.0,0
551-21-3069,2,1,0,0,23.07,9,10.3815,218.0115,2,1,2019,11,27,0,207.63,4.761904762,10.3815,4.9,0
